CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C6129460,2,C6,10211281955,102,11,19,10,7,4,108,0,1,3,2,2,50,1,1,2,2,3,1,6,1,1,4,1,1,1
C8145388,2,C8,10212020815,102,12,8,5,3,1,106,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,6,14,1,1
C7152056,2,C7,10211292025,102,11,20,11,7,5,104,0,1,3,2,2,50,2,4,2,4,17,2,4,1,1,6,2,1,1
CH114792,2,CH,10212021218,102,12,12,7,5,1,115,0,2,3,1,2,50,2,4,2,4,12,1,3,1,4,6,6,1,1
CH114761,2,CH,10211280750,102,11,7,4,3,4,115,0,1,2,1,3,50,4,4,2,4,12,1,4,1,4,5,4,1,1
CA115098,2,CA,10211102040,102,11,20,11,7,7,100,0,1,3,2,2,50,1,1,2,4,16,1,5,1,1,6,5,1,1
CD128388,2,CD,10212021226,102,12,12,7,5,1,112,0,1,3,1,2,50,1,1,2,4,16,1,7,1,4,6,9,1,1
CB132800,2,CB,10211181245,102,11,12,7,5,1,105,0,2,3,1,2,50,1,1,2,4,15,1,7,3,4,4,9,4,2
CI131159,2,CI,10211110825,102,11,8,5,3,1,110,0,1,1,1,2,50,1,1,1,1,17,2,5,1,4,6,8,1,1
C8144314,2,C8,10211141251,102,11,12,7,5,4,106,0,1,3,1,2,50,1,1,2,1,12,2,4,1,1,6,9,1,1
C8145389,2,C8,10212020130,102,12,1,1,1,1,106,0,2,3,2,2,50,1,4,2,1,15,1,3,1,1,3,9,1,1
CH114535,2,CH,10211290840,102,11,8,5,3,5,115,0,1,3,1,2,50,2,4,2,4,17,2,5,1,1,6,9,1,1
CC142177,2,CC,10212021635,102,12,16,9,6,1,111,0,2,3,1,2,40,2,4,2,4,13,1,3,1,1,6,9,1,1
C8145780,2,C8,10211260813,102,11,8,5,3,2,106,0,1,3,1,2,30,1,1,2,4,16,1,2,1,1,6,6,1,1
CC142177,2,CC,10212021635,102,12,16,9,6,1,111,0,2,3,1,2,40,2,4,2,4,13,2,3,1,3,8,20,3,2
CI131257,2,CI,10212072010,102,12,20,11,7,6,110,0,1,3,2,2,50,1,1,2,1,3,1,1,4,3,8,20,3,1
CC142999,2,CC,10212050954,102,12,9,5,4,4,111,0,1,3,1,2,50,1,6,2,1,17,1,2,1,1,6,9,1,1
C8144275,2,C8,10212071818,102,12,18,10,7,6,106,0,3,3,2,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
C8144275,2,C8,10212071818,102,12,18,10,7,6,106,0,3,3,2,2,50,1,1,2,4,16,1,3,1,1,8,20,3,1
C8144275,2,C8,10212071818,102,12,18,10,7,6,106,0,3,3,2,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
C8144275,2,C8,10212071818,102,12,18,10,7,6,106,0,3,3,2,2,50,1,1,2,4,16,1,4,1,1,3,14,1,1
C8145385,1,C8,10212071800,102,12,18,10,7,6,106,2,0,3,1,2,50,1,1,2,1,3,1,4,1,1,2,9,1,1
C8145385,1,C8,10212071800,102,12,18,10,7,6,106,2,0,3,1,2,50,1,1,2,1,3,2,5,4,3,8,20,3,2
C9121742,2,C9,10212071605,102,12,16,9,6,6,100,0,1,3,1,2,40,2,2,2,4,12,1,4,1,1,6,9,1,1
C7152363,2,C7,10212072124,102,12,21,11,8,6,104,0,1,3,2,2,50,1,1,2,4,3,1,6,1,1,4,9,1,1
CI131781,2,CI,10212072300,102,12,23,12,8,6,110,0,4,3,2,2,50,1,1,2,2,16,1,3,1,1,6,9,1,1
CD128122,2,CD,10212072135,102,12,21,11,8,6,112,0,1,3,2,2,60,1,1,2,4,12,1,4,3,4,6,9,4,1
CC142738,2,CC,10212050839,102,12,8,5,3,4,111,0,1,3,1,2,50,1,1,2,2,12,1,8,1,1,6,1,1,1
CC142738,2,CC,10212050839,102,12,8,5,3,4,111,0,1,3,1,2,50,1,1,2,2,12,1,2,1,1,6,6,1,1
CC142622,2,CC,10212020850,102,12,8,5,3,1,111,0,1,3,1,2,50,1,1,2,1,12,1,6,1,1,5,8,1,1
CC142622,2,CC,10212020850,102,12,8,5,3,1,111,0,1,3,1,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
C5132553,2,C5,10212061700,102,12,17,9,6,5,103,0,1,2,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
C5132553,2,C5,10212061700,102,12,17,9,6,5,103,0,1,2,1,2,50,1,1,2,2,12,1,6,1,1,3,6,1,1
C9121548,2,C9,10212060940,102,12,9,5,4,5,100,0,1,3,1,2,50,1,1,2,1,2,2,6,4,3,8,20,3,2
C9121548,2,C9,10212060940,102,12,9,5,4,5,100,0,1,3,1,2,50,1,1,2,1,2,1,9,1,1,7,9,3,1
C7151397,2,C7,10212031400,102,12,14,8,5,2,104,0,2,3,1,2,50,2,3,2,4,16,1,3,1,1,6,9,1,1
CB133846,2,CB,10211271043,102,11,10,6,4,3,105,0,1,3,1,2,50,2,4,2,4,9,2,5,1,1,3,14,1,1
CB133846,2,CB,10211271043,102,11,10,6,4,3,105,0,1,3,1,2,50,2,4,2,4,9,1,8,4,3,8,19,3,1
CB133846,2,CB,10211271043,102,11,10,6,4,3,105,0,1,3,1,2,50,2,4,2,4,9,1,6,1,1,6,9,1,1
CE116162,2,CE,10212070546,102,12,5,3,2,6,116,0,2,3,2,2,50,1,1,2,2,17,1,3,1,1,6,5,1,1
C7152108,2,C7,10212012307,102,12,23,12,8,7,104,0,2,2,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CF111416,2,CF,10211282200,102,11,22,12,8,4,116,0,2,2,2,2,50,2,4,2,4,17,2,2,4,3,8,20,3,1
CG144630,2,CG,10212070745,102,12,7,4,3,6,114,0,1,3,1,2,30,1,1,2,4,16,2,4,1,1,6,5,1,1
CH115553,2,CH,10212061800,102,12,18,10,7,5,115,0,2,3,2,2,50,1,1,2,4,16,1,1,1,1,6,9,2,1
CB130962,2,CB,10212051921,102,12,19,10,7,4,105,0,1,3,2,2,50,1,1,2,4,16,1,4,1,1,3,6,1,1
CH115553,2,CH,10212061800,102,12,18,10,7,5,115,0,2,3,2,2,50,1,1,2,4,16,2,1,1,1,8,20,3,2
C8149962,2,C8,10212071020,102,12,10,6,4,6,106,0,1,3,1,2,50,1,1,2,4,17,1,4,1,1,6,9,1,1
CB130962,2,CB,10212051921,102,12,19,10,7,4,105,0,1,3,2,2,50,1,1,2,4,16,1,6,1,1,3,13,1,1
CI131960,2,CI,10212070935,102,12,9,5,4,6,110,0,1,3,1,2,50,1,1,2,4,12,1,4,1,1,6,9,1,1
C5131036,2,C5,10211021340,102,11,13,7,5,6,103,0,2,1,1,2,50,2,4,1,4,17,2,5,1,1,3,14,1,1
C7152290,2,C7,10212082220,102,12,22,12,8,7,104,0,1,2,2,2,50,1,1,1,1,15,1,4,1,1,9,9,1,1
CB131048,2,CB,10212090830,102,12,8,5,3,1,105,0,1,1,1,2,40,2,4,1,4,17,1,3,1,1,6,9,1,1
CB131048,2,CB,10212090830,102,12,8,5,3,1,105,0,1,1,1,2,40,2,4,1,4,17,2,4,1,1,6,9,1,1
C8145580,2,C8,10211182150,102,11,21,11,8,1,106,0,1,3,2,2,50,1,1,2,1,8,1,3,1,1,3,1,1,1
C5130953,2,C5,10211111750,102,11,17,9,6,1,103,0,2,2,2,2,40,2,4,2,4,12,1,3,3,4,3,7,1,1
CF111418,2,CF,10212031308,102,12,13,7,5,2,116,0,1,3,1,2,50,2,4,2,4,17,1,5,3,4,1,9,1,1
CE116119,2,CE,10211110804,102,11,8,5,3,1,116,0,1,1,1,2,40,2,4,1,4,12,1,3,1,1,6,9,1,1
CE114529,2,CE,10211271400,102,11,14,8,5,3,116,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,3,5,1,1
CB130950,2,CB,10211191000,102,11,10,6,4,2,105,0,2,3,1,2,50,2,4,2,4,17,1,5,3,4,5,21,4,2
CA117421,2,CA,10212052330,102,12,23,12,8,4,100,0,1,1,2,2,50,2,4,1,4,12,1,8,3,4,4,21,4,2
C8145387,2,C8,10212090930,102,12,9,5,4,1,106,0,1,3,1,2,50,1,1,2,4,15,1,3,1,1,6,9,1,1
C8145387,2,C8,10212090930,102,12,9,5,4,1,106,0,1,3,1,2,50,1,1,2,4,15,1,5,1,1,5,9,1,1
CG144634,2,CG,10212090857,102,12,8,5,3,1,114,0,1,1,1,2,50,1,1,1,4,16,2,5,1,1,6,9,1,1
CH114677,2,CH,10211201145,102,11,11,6,4,3,115,0,2,3,1,2,50,1,1,2,2,13,1,3,1,1,6,14,1,1
CD129081,2,CD,10211041200,102,11,12,7,5,1,112,0,1,2,1,2,50,2,3,2,1,17,2,3,3,4,6,9,1,1
CB131041,2,CB,10212032315,102,12,23,12,8,2,105,0,1,3,1,2,50,1,1,2,1,3,1,8,1,1,3,6,1,1
CC141933,2,CC,10211231654,102,11,16,9,6,6,111,0,2,3,1,2,40,1,1,2,4,16,1,4,4,3,7,9,3,2
CD128382,2,CD,10211290640,102,11,6,4,3,5,112,0,1,3,1,2,50,1,1,2,4,12,1,5,1,4,3,1,1,1
CC142311,2,CC,10211301552,102,11,15,8,6,6,111,0,1,3,1,2,50,2,4,2,4,13,1,9,1,1,3,15,1,1
CG144531,2,CG,10212091335,102,12,13,7,5,1,114,0,1,3,1,2,40,1,1,2,4,9,1,6,1,1,5,5,1,1
CG144531,2,CG,10212091335,102,12,13,7,5,1,114,0,1,3,1,2,40,1,1,2,4,9,1,8,4,3,8,20,3,1
CD128833,2,CD,10212041704,102,12,17,9,6,3,112,0,1,3,2,2,40,1,1,2,4,3,1,6,3,4,4,5,1,1
CA115394,2,CA,10211071820,102,11,18,10,7,4,100,0,2,2,2,2,50,1,1,1,1,3,2,4,1,1,6,9,1,1
CI131352,2,CI,10211131800,102,11,18,10,7,3,110,0,1,3,2,2,50,1,1,2,2,12,1,6,3,4,4,21,4,2
C9121482,2,C9,10212040730,102,12,7,4,3,3,100,0,1,3,1,2,50,2,4,2,4,12,1,4,1,1,3,7,1,1
CI131984,2,CI,10212041403,102,12,14,8,5,3,110,0,2,3,1,2,40,1,1,2,4,16,2,6,1,1,6,9,1,1
CG144530,2,CG,10212091020,102,12,10,6,4,1,114,0,1,1,1,2,50,1,1,1,1,16,2,2,1,1,6,9,1,1
C9121147,2,C9,10211271930,102,11,19,10,7,3,100,0,1,1,2,2,50,1,1,1,1,12,1,2,1,1,6,9,1,1
C5128483,2,C5,10212051740,102,12,17,9,6,4,103,0,3,3,2,2,50,1,1,2,2,12,2,3,3,4,6,9,1,1
C8145829,2,C8,10212081726,102,12,17,9,6,7,106,0,2,3,2,2,50,2,4,2,4,12,2,5,1,1,6,9,1,1
CH114680,2,CH,10211291958,102,11,19,10,7,5,115,0,1,3,2,2,50,1,1,2,2,17,1,4,1,1,3,11,1,1
CE114446,2,CE,10212081546,102,12,15,8,6,7,116,0,2,3,1,2,50,2,2,2,4,17,2,4,1,1,6,9,1,1
CE114446,2,CE,10212081546,102,12,15,8,6,7,116,0,2,3,1,2,50,2,2,2,4,17,2,1,4,3,8,20,3,2
C5131239,2,C5,10212091330,102,12,13,7,5,1,103,0,1,3,1,2,50,1,1,2,4,17,1,5,3,1,3,2,1,1
C5131239,2,C5,10212091330,102,12,13,7,5,1,103,0,1,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
CI131637,2,CI,10212091054,102,12,10,6,4,1,110,0,1,3,1,2,30,1,1,2,4,11,2,5,1,1,3,9,1,1
CB133711,2,CB,10211271829,102,11,18,10,7,3,105,0,2,2,2,2,30,1,1,2,1,3,1,6,4,3,8,20,3,2
C5132558,2,C5,10212090850,102,12,8,5,3,1,103,0,1,2,1,2,50,1,1,1,2,16,2,3,1,1,3,5,1,1
C5132558,2,C5,10212090850,102,12,8,5,3,1,103,0,1,2,1,2,50,1,1,1,2,16,2,5,1,1,6,9,1,1
CI131637,2,CI,10212091054,102,12,10,6,4,1,110,0,1,3,1,2,30,1,1,2,4,11,2,3,1,1,3,9,1,1
C9106306,2,C9,10212072130,102,12,21,11,8,6,100,0,2,3,2,2,50,2,4,2,4,12,2,2,1,1,6,9,1,1
CA118046,2,CA,10212082142,102,12,21,11,8,7,100,0,2,1,2,2,50,2,4,1,4,3,2,8,4,3,8,20,3,1
CC141082,2,CC,10211281720,102,11,17,9,6,4,111,0,1,3,1,2,50,1,1,2,1,16,2,5,1,1,3,6,1,1
CH114685,2,CH,10212050714,102,12,7,4,3,4,115,0,1,3,1,2,50,2,2,2,4,17,2,6,1,1,4,11,1,1
CH114685,2,CH,10212050714,102,12,7,4,3,4,115,0,1,3,1,2,50,2,2,2,4,17,1,3,1,1,6,9,1,1
CE116015,2,CE,10212112015,102,12,20,11,7,3,116,0,1,3,2,2,40,1,6,2,2,9,2,5,4,3,8,20,3,1
CG144810,2,CG,10212111821,102,12,18,10,7,3,114,0,1,3,2,2,40,2,4,2,4,13,1,2,1,1,6,9,1,1
CI131573,2,CI,10212111738,102,12,17,9,6,3,110,0,1,3,2,2,50,1,1,2,4,17,1,2,1,1,6,9,1,1
CB131343,2,CB,10212111054,102,12,10,6,4,3,105,0,1,3,1,2,50,1,1,2,4,3,1,5,1,1,3,2,1,1
CG145073,2,CG,10212111810,102,12,18,10,7,3,114,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,6,12,1,1
CG145073,2,CG,10212111810,102,12,18,10,7,3,114,0,1,3,1,2,50,1,1,2,4,16,1,3,4,3,8,20,3,1
CG144409,2,CG,10212111810,102,12,18,10,7,3,114,0,1,3,2,2,50,1,1,2,1,11,1,4,1,1,6,9,1,1
CA115533,2,CA,10212111820,102,12,18,10,7,3,100,0,2,3,2,3,50,4,4,2,4,17,1,3,1,1,6,9,1,1
CD128836,2,CD,10212112210,102,12,22,12,8,3,112,0,1,3,2,2,50,2,4,2,4,12,1,6,3,4,4,1,1,1
CC142028,2,CC,10212072105,102,12,21,11,8,6,111,0,1,3,3,2,50,1,1,2,4,16,1,5,1,1,3,6,1,1
CC142028,2,CC,10212072105,102,12,21,11,8,6,111,0,1,3,3,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CC143148,2,CC,10212102222,102,12,22,12,8,2,111,0,1,3,2,2,50,2,4,2,4,12,1,3,1,1,3,11,1,1
CC143148,2,CC,10212102222,102,12,22,12,8,2,111,0,1,3,2,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CB131367,2,CB,10212080840,102,12,8,5,3,7,105,0,1,3,1,2,50,1,1,2,1,16,1,5,3,4,6,6,1,1
CB131367,2,CB,10212080840,102,12,8,5,3,7,105,0,1,3,1,2,50,1,1,2,1,16,2,3,1,1,6,9,1,1
C5131070,2,C5,10212102350,102,12,23,12,8,2,103,0,2,3,2,2,50,4,4,2,4,13,1,3,3,4,1,9,1,1
CC142029,2,CC,10212080930,102,12,9,5,4,7,111,0,1,3,1,2,50,1,1,2,2,3,2,3,1,1,6,9,1,1
CC142029,2,CC,10212080930,102,12,9,5,4,7,111,0,1,3,1,2,50,1,1,2,2,3,2,8,4,3,8,16,3,2
C5131070,2,C5,10212102350,102,12,23,12,8,2,103,0,2,3,2,2,50,4,4,2,4,13,2,2,4,3,8,20,3,2
CG144809,2,CG,10212102149,102,12,21,11,8,2,114,0,1,3,2,2,40,1,1,2,4,12,1,3,1,1,6,4,1,1
C6128626,2,C6,10212102220,102,12,22,12,8,2,108,0,2,3,2,2,50,1,1,2,2,12,2,2,1,1,6,9,1,1
CE116195,2,CE,10212110004,102,12,0,1,1,3,116,0,2,3,2,2,50,1,1,2,4,17,2,2,1,1,6,9,1,1
CG145167,2,CG,10212102115,102,12,21,11,8,2,114,0,1,3,2,2,50,1,1,2,2,3,1,3,1,1,3,5,1,1
C7152131,2,C7,10212101838,102,12,18,10,7,2,104,0,1,2,2,2,50,1,1,2,1,12,1,3,1,1,3,15,1,1
C7152131,2,C7,10212101838,102,12,18,10,7,2,104,0,1,2,2,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
CE116194,2,CE,10212101954,102,12,19,10,7,2,116,0,1,3,2,2,50,1,1,2,1,16,1,4,1,1,3,5,1,1
C6129890,2,C6,10212102232,102,12,22,12,8,2,108,0,1,2,2,2,40,2,4,2,2,16,2,5,1,1,6,5,1,1
CB130899,2,CB,10212111838,102,12,18,10,7,3,105,0,1,3,2,2,40,2,4,2,4,3,1,4,1,1,6,9,1,1
CB130899,2,CB,10212111838,102,12,18,10,7,3,105,0,1,3,2,2,40,2,4,2,4,3,1,9,4,3,8,20,3,1
C8144445,2,C8,10212112232,102,12,22,12,8,3,106,0,1,3,2,2,40,1,4,2,2,17,1,6,3,4,4,21,4,2
C6128627,2,C6,10212111050,102,12,10,6,4,3,108,0,1,3,1,2,50,1,1,2,4,3,2,5,4,3,8,20,3,1
C7147559,2,C7,10212112250,102,12,22,12,8,3,104,0,1,2,2,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
C6127240,2,C6,10212111500,102,12,15,8,6,3,108,0,1,2,1,2,50,2,4,2,4,3,2,8,4,3,8,16,3,2
C6127240,2,C6,10212111500,102,12,15,8,6,3,108,0,1,2,1,2,50,2,4,2,4,3,1,3,1,1,6,9,1,1
CB131368,2,CB,10212112019,102,12,20,11,7,3,105,0,1,3,2,2,50,2,3,2,4,13,1,1,4,1,7,9,3,1
CA114427,2,CA,10212112235,102,12,22,12,8,3,100,0,1,3,2,2,50,2,2,2,4,12,1,3,3,4,3,9,1,1
C6128262,2,C6,10212110524,102,12,5,3,2,3,108,0,1,2,2,2,50,1,1,2,2,17,1,3,1,1,6,9,1,1
CI131838,2,CI,10212111720,102,12,17,9,6,3,110,0,3,3,2,2,50,1,1,2,1,13,1,8,1,1,6,9,1,1
CI131838,2,CI,10212111720,102,12,17,9,6,3,110,0,3,3,2,2,50,1,1,2,1,13,1,3,1,1,6,14,1,1
CI131838,2,CI,10212111720,102,12,17,9,6,3,110,0,3,3,2,2,50,1,1,2,1,13,2,5,4,3,8,20,3,1
C8150014,2,C8,10212031550,102,12,15,8,6,2,106,0,2,3,1,2,50,1,1,1,2,16,1,4,1,1,6,9,1,1
C8149954,2,C8,10212041730,102,12,17,9,6,3,106,0,2,3,2,2,50,1,1,2,4,17,2,3,4,3,8,20,3,2
C8150014,2,C8,10212031550,102,12,15,8,6,2,106,0,2,3,1,2,50,1,1,1,2,16,1,3,1,1,6,1,1,1
CA118042,2,CA,10212061942,102,12,19,10,7,5,100,0,1,3,2,2,50,2,4,2,4,12,2,4,1,1,6,9,1,1
CA115531,2,CA,10212061150,102,12,11,6,4,5,100,0,2,3,1,2,50,1,1,2,1,3,2,9,4,3,8,16,3,1
CA115531,2,CA,10212061150,102,12,11,6,4,5,100,0,2,3,1,2,50,1,1,2,1,3,2,4,4,3,8,16,3,1
CE116160,2,CE,10212021410,102,12,14,8,5,1,116,0,2,3,1,2,50,2,4,2,4,3,1,3,1,1,6,9,1,1
CE116160,2,CE,10212021410,102,12,14,8,5,1,116,0,2,3,1,2,50,2,4,2,4,3,1,3,4,3,8,20,3,1
CI131380,2,CI,10212070016,102,12,0,1,1,6,110,0,1,3,2,2,50,1,1,2,2,17,1,7,1,1,6,15,1,2
CI131380,2,CI,10212070016,102,12,0,1,1,6,110,0,1,3,2,2,50,1,1,2,2,17,1,5,1,1,4,9,1,1
C7150840,2,C7,10212062323,102,12,23,12,8,5,104,0,4,3,2,2,50,1,1,2,1,17,1,5,3,4,3,9,1,1
C7150840,2,C7,10212062323,102,12,23,12,8,5,104,0,4,3,2,2,50,1,1,2,1,17,1,7,3,4,4,14,1,1
C7150840,2,C7,10212062323,102,12,23,12,8,5,104,0,4,3,2,2,50,1,1,2,1,17,1,5,4,3,8,20,3,2
C7150840,2,C7,10212062323,102,12,23,12,8,5,104,0,4,3,2,2,50,1,1,2,1,17,1,4,4,3,8,20,3,2
CH115238,2,CH,10210261245,102,10,12,7,5,6,115,0,1,3,1,2,50,2,2,2,4,16,1,4,1,1,3,5,1,1
CB131334,2,CB,10212052011,102,12,20,11,7,4,105,0,2,3,2,2,40,1,1,2,4,15,1,9,1,1,6,9,1,1
CB131336,2,CB,10212062125,102,12,21,11,8,5,105,0,1,3,2,2,50,1,1,2,4,12,1,3,1,1,6,9,1,1
CD128359,2,CD,10212062330,102,12,23,12,8,5,112,0,2,3,2,2,50,1,1,2,3,16,1,4,1,1,6,9,1,1
CG143650,2,CG,10212040740,102,12,7,4,3,3,114,0,2,3,1,2,50,1,1,2,4,15,1,1,4,3,8,20,3,2
C6127469,2,C6,10211210930,102,11,9,5,4,4,108,0,1,3,1,2,50,1,1,2,4,16,1,6,1,1,4,6,1,1
CG144252,2,CG,10212041100,102,12,11,6,4,3,114,0,1,3,1,2,50,2,3,2,4,17,1,4,1,1,3,6,1,1
CD128342,2,CD,10212031614,102,12,16,9,6,2,112,0,2,3,1,2,50,1,1,2,4,16,1,3,3,4,3,5,1,1
C5131175,2,C5,10212031522,102,12,15,8,6,2,103,0,1,3,1,2,50,1,1,2,2,16,1,3,3,4,6,9,1,1
CG144254,2,CG,10212041410,102,12,14,8,5,3,114,0,1,3,1,2,40,1,1,2,4,17,2,4,1,1,3,6,1,1
CG144254,2,CG,10212041410,102,12,14,8,5,3,114,0,1,3,1,2,40,1,1,2,4,17,2,3,1,1,6,9,1,1
C9121100,2,C9,10203141320,102,3,13,7,5,4,100,0,1,3,1,3,20,4,6,2,4,9,1,9,4,3,8,20,3,2
CI131981,2,CI,10212041044,102,12,10,6,4,3,110,0,2,3,1,2,50,2,2,2,4,12,1,4,1,1,6,9,1,1
C7151392,2,C7,10212021552,102,12,15,8,6,1,104,0,2,3,1,2,40,2,4,2,4,2,1,7,1,1,6,9,1,1
C9121461,2,C9,10212021220,102,12,12,7,5,1,100,0,1,3,1,2,50,2,4,2,1,12,1,5,1,1,3,7,1,1
C7151392,2,C7,10212021552,102,12,15,8,6,1,104,0,2,3,1,2,40,2,4,2,4,2,2,3,4,3,8,20,3,2
CI131981,2,CI,10212041044,102,12,10,6,4,3,110,0,2,3,1,2,50,2,2,2,4,12,1,5,1,1,4,9,1,1
CI131774,2,CI,10212011700,102,12,17,9,6,7,110,0,2,3,1,2,50,1,1,2,2,12,1,4,1,1,6,5,1,1
CD128340,2,CD,10212022154,102,12,21,11,8,1,112,0,2,3,2,2,40,1,1,2,3,16,1,4,3,4,6,5,1,1
CE114447,2,CE,10212040920,102,12,9,5,4,3,116,0,1,3,1,2,50,1,1,2,4,12,2,5,1,1,3,11,1,1
CI132132,2,CI,10212041640,102,12,16,9,6,3,110,0,4,3,1,2,50,1,1,2,2,11,2,3,1,1,6,14,1,1
CI132132,2,CI,10212041640,102,12,16,9,6,3,110,0,4,3,1,2,50,1,1,2,2,11,2,6,1,1,6,14,1,1
C5131065,2,C5,10212041320,102,12,13,7,5,3,103,0,1,3,1,2,50,2,4,2,4,17,1,3,3,4,6,9,1,1
C6129841,2,C6,10212031537,102,12,15,8,6,2,108,0,1,3,1,2,50,2,4,2,2,3,1,4,1,1,3,9,1,1
C6129841,2,C6,10212031537,102,12,15,8,6,2,108,0,1,3,1,2,50,2,4,2,2,3,2,6,4,3,8,16,3,2
C6129842,2,C6,10212040828,102,12,8,5,3,3,108,0,1,3,1,2,50,1,1,2,2,11,2,4,1,1,6,9,1,1
C6129830,2,C6,10212031320,102,12,13,7,5,2,108,0,1,3,1,2,50,2,4,2,4,12,1,4,1,1,3,9,1,1
C7151658,2,C7,10212041055,102,12,10,6,4,3,104,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,3,1,1,1
C5131500,2,C5,10212041840,102,12,18,10,7,3,103,0,1,3,2,2,50,1,4,2,1,16,1,4,1,1,3,9,1,1
CG144335,2,CG,10212041630,102,12,16,9,6,3,114,0,1,3,1,2,40,1,1,2,4,1,1,7,4,3,8,16,3,2
CG144335,2,CG,10212041630,102,12,16,9,6,3,114,0,1,3,1,2,40,1,1,2,4,1,1,6,1,1,3,6,1,1
C8145824,2,C8,10212031855,102,12,18,10,7,2,106,0,2,3,2,2,50,1,1,2,1,12,2,3,1,1,8,20,3,2
C7151567,2,C7,10212041950,102,12,19,10,7,3,104,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CI131100,2,CI,10212041612,102,12,16,9,6,3,110,0,1,3,1,2,50,1,1,2,4,16,1,3,1,1,3,6,1,1
CI131102,2,CI,10212041806,102,12,18,10,7,3,110,0,1,3,2,2,40,2,4,2,4,16,1,9,4,3,7,9,3,1
C7151567,2,C7,10212041950,102,12,19,10,7,3,104,0,1,3,2,2,50,1,1,2,4,16,1,5,1,1,5,9,1,1
CC142299,2,CC,10212072250,102,12,22,12,8,6,111,0,1,3,2,2,50,4,6,2,4,16,1,3,1,1,3,6,1,1
C8145829,2,C8,10212081726,102,12,17,9,6,7,106,0,2,3,2,2,50,2,4,2,4,12,2,1,4,3,8,20,3,1
CE114448,2,CE,10212081230,102,12,12,7,5,7,116,0,1,3,1,2,50,1,1,2,3,3,1,3,1,1,6,9,1,1
CC141942,2,CC,10211270924,102,11,9,5,4,3,111,0,1,3,1,2,50,2,4,2,2,12,1,3,1,1,6,7,1,1
CG144241,2,CG,10211282120,102,11,21,11,8,4,114,0,3,2,2,2,40,1,1,2,4,15,1,6,1,1,4,9,1,1
CC142483,2,CC,10212091529,102,12,15,8,6,1,111,0,1,3,1,2,50,2,4,2,4,16,1,2,3,4,6,9,1,1
CG144259,2,CG,10212091625,102,12,16,9,6,1,114,0,1,3,1,2,40,1,1,2,4,17,1,2,1,1,6,9,1,1
CG144259,2,CG,10212091625,102,12,16,9,6,1,114,0,1,3,1,2,40,1,1,2,4,17,1,3,1,1,6,9,1,1
CD125697,2,CD,10212091730,102,12,17,9,6,1,112,0,1,3,1,2,40,1,1,2,1,16,1,3,1,4,6,5,1,1
CB131048,2,CB,10212090830,102,12,8,5,3,1,105,0,1,1,1,2,40,2,4,1,4,17,1,5,1,1,4,14,1,1
CD125697,2,CD,10212091730,102,12,17,9,6,1,112,0,1,3,1,2,40,1,1,2,1,16,1,4,1,4,6,9,1,1
C8145831,2,C8,10212091220,102,12,12,7,5,1,106,0,1,3,1,2,50,1,1,2,1,9,2,3,1,1,6,9,1,1
C8145831,2,C8,10212091220,102,12,12,7,5,1,106,0,1,3,1,2,50,1,1,2,1,9,1,4,4,3,8,20,3,1
CD128126,2,CD,10212091805,102,12,18,10,7,1,112,0,2,2,2,2,40,2,4,2,4,2,1,7,4,3,8,20,3,1
CB131513,2,CB,10212091840,102,12,18,10,7,1,105,0,1,3,2,2,50,1,1,2,1,16,1,4,3,4,3,9,1,1
CB131513,2,CB,10212091840,102,12,18,10,7,1,105,0,1,3,2,2,50,1,1,2,1,16,1,5,3,4,6,7,1,1
CD128126,2,CD,10212091805,102,12,18,10,7,1,112,0,2,2,2,2,40,2,4,2,4,2,2,3,4,3,8,20,3,2
C7151796,2,C7,10212091830,102,12,18,10,7,1,104,0,1,2,2,2,50,1,1,2,2,13,1,6,1,1,3,9,1,1
C7151798,2,C7,10212091635,102,12,16,9,6,1,104,0,1,2,1,2,50,1,1,2,2,11,1,5,1,1,6,6,1,1
CH114576,2,CH,10212091940,102,12,19,10,7,1,115,0,1,2,2,2,50,1,1,2,2,16,1,4,1,1,6,9,1,1
C6129799,2,C6,10212052210,102,12,22,12,8,4,108,0,1,3,2,2,50,1,1,2,2,3,1,5,1,1,3,5,1,1
