CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
CE115647,2,CE,10210221030,102,10,10,6,4,2,116,0,2,3,1,2,50,2,4,2,4,17,1,8,4,3,8,20,3,2
CE115763,2,CE,10210221612,102,10,16,9,6,2,116,0,1,3,1,2,50,1,1,2,2,13,1,3,1,1,6,8,1,1
CE115763,2,CE,10210221612,102,10,16,9,6,2,116,0,1,3,1,2,50,1,1,2,2,13,1,4,1,1,5,13,1,1
CH114319,2,CH,10211201750,102,11,17,9,6,3,115,0,2,2,1,2,50,2,2,2,4,13,1,3,1,4,6,15,1,2
CI900257,2,CI,10204071600,102,4,16,9,6,7,110,0,1,3,1,2,50,1,1,2,4,16,1,8,1,1,6,9,1,1
CB126151,2,CB,10202131830,102,2,18,10,7,3,105,0,1,3,2,2,40,1,1,2,1,15,1,7,1,1,6,9,1,1
CB126151,2,CB,10202131830,102,2,18,10,7,3,105,0,1,3,2,2,40,1,1,2,1,15,1,7,1,1,4,9,1,1
CI105881,2,CI,10202141632,102,2,16,9,6,4,110,0,2,3,1,2,50,1,1,2,2,2,1,9,4,3,8,16,3,1
CI105881,2,CI,10202141632,102,2,16,9,6,4,110,0,2,3,1,2,50,1,1,2,2,2,2,9,4,3,8,16,3,1
C5118802,2,C5,10202051045,102,2,10,6,4,2,103,0,1,3,1,2,50,1,1,2,2,13,1,2,3,4,6,9,1,1
C7143743,2,C7,10202160100,102,2,1,1,1,6,104,0,1,3,2,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
C8140523,2,C8,10202151925,102,2,19,10,7,5,106,0,2,2,2,2,40,2,4,1,4,13,2,3,1,1,6,12,1,1
C8140523,2,C8,10202151925,102,2,19,10,7,5,106,0,2,2,2,2,40,2,4,1,4,13,1,3,1,1,6,12,1,1
C8140523,2,C8,10202151925,102,2,19,10,7,5,106,0,2,2,2,2,40,2,4,1,4,13,1,4,4,3,8,20,3,2
CC135802,2,CC,10202140955,102,2,9,5,4,4,111,0,1,3,1,2,50,1,1,2,2,17,1,3,1,1,6,9,1,1
C7144132,2,C7,10202160700,102,2,7,4,3,6,104,0,1,3,1,2,40,1,1,2,1,17,1,4,3,4,6,9,1,1
C7144132,2,C7,10202160700,102,2,7,4,3,6,104,0,1,3,1,2,40,1,1,2,1,17,1,6,3,4,3,5,1,1
CE113403,2,CE,10202031400,102,2,14,8,5,7,116,0,1,3,1,2,70,2,2,2,4,13,1,5,1,1,2,9,1,1
C5118835,2,C5,10202040920,102,2,9,5,4,1,103,0,1,3,1,2,40,2,4,2,4,17,1,6,3,4,5,13,4,2
C9117848,2,C9,10201121820,102,1,18,10,7,6,100,0,1,1,2,2,50,1,1,1,2,2,1,4,1,1,3,5,1,1
C6124301,2,C6,10202151610,102,2,16,9,6,5,108,0,2,2,1,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
C6124301,2,C6,10202151610,102,2,16,9,6,5,108,0,2,2,1,2,50,1,1,2,1,12,2,3,4,3,8,20,3,2
CE113318,2,CE,10202040837,102,2,8,5,3,1,116,0,1,3,1,2,30,2,4,2,4,11,2,6,1,1,6,9,1,1
CF110122,2,CF,10202041330,102,2,13,7,5,1,116,0,3,3,1,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
C7141813,2,C7,10202041717,102,2,17,9,6,1,104,0,2,3,1,2,40,1,1,2,4,15,1,6,1,1,6,9,1,1
CD124147,2,CD,10202051535,102,2,15,8,6,2,112,0,2,3,1,2,50,1,1,2,4,17,1,6,1,1,6,9,1,1
CC136015,2,CC,10202172154,102,2,21,11,8,7,111,0,1,3,2,2,50,1,1,2,4,12,1,9,3,4,9,21,4,2
CC136015,2,CC,10202172154,102,2,21,11,8,7,111,0,1,3,2,2,50,1,1,2,4,12,1,2,1,1,6,9,1,1
C8140530,2,C8,10202191605,102,2,16,9,6,2,106,0,1,2,1,2,40,2,4,2,4,3,1,4,1,1,3,9,1,1
CI117949,2,CI,10202201115,102,2,11,6,4,3,110,0,1,2,1,2,30,1,1,2,4,15,1,6,1,1,4,9,1,1
CC136016,2,CC,10202180820,102,2,8,5,3,1,111,0,2,3,1,2,50,2,4,2,4,13,2,4,1,1,3,14,1,1
C5121692,2,C5,10201272120,102,1,21,11,8,7,103,0,3,2,2,2,30,1,1,2,4,15,1,6,3,4,6,9,2,1
CC134934,2,CC,10202121533,102,2,15,8,6,2,111,0,1,3,1,2,40,4,4,2,4,16,1,8,1,1,3,11,1,1
CI900257,2,CI,10204071600,102,4,16,9,6,7,110,0,1,3,1,2,50,1,1,2,4,16,2,6,1,1,3,6,1,1
C5121795,2,C5,10202161332,102,2,13,7,5,6,103,0,2,3,1,2,60,1,6,2,1,13,1,4,3,4,3,21,4,2
C5121795,2,C5,10202161332,102,2,13,7,5,6,103,0,2,3,1,2,60,1,6,2,1,13,1,4,1,1,6,9,1,1
CD124563,2,CD,10201281420,102,1,14,8,5,1,112,0,1,3,1,2,40,1,1,2,2,17,1,6,3,4,3,9,1,1
C5121795,2,C5,10202161332,102,2,13,7,5,6,103,0,2,3,1,2,60,1,6,2,1,13,2,3,4,3,8,20,3,2
C7142222,2,C7,10201282115,102,1,21,11,8,1,104,0,1,3,2,2,50,1,1,2,4,16,2,3,1,1,3,11,1,1
CA112157,2,CA,10202182020,102,2,20,11,7,1,100,0,1,3,2,2,50,1,4,2,4,3,1,4,1,1,6,9,1,1
C7139822,2,C7,10202181910,102,2,19,10,7,1,104,0,2,2,2,2,50,1,1,2,1,16,1,6,1,1,6,1,2,1
C7139822,2,C7,10202181910,102,2,19,10,7,1,104,0,2,2,2,2,50,1,1,2,1,16,2,4,1,1,3,9,1,1
C7139822,2,C7,10202181910,102,2,19,10,7,1,104,0,2,2,2,2,50,1,1,2,1,16,2,3,4,3,8,20,3,2
CD126834,2,CD,10208280935,102,8,9,5,4,3,112,0,1,3,1,2,50,1,1,2,1,12,1,9,1,1,6,9,1,1
CD113888,2,CD,10207141900,102,7,19,10,7,7,112,0,1,3,2,2,60,1,1,2,1,16,1,3,1,1,3,6,1,1
C7146424,2,C7,10207142100,102,7,21,11,8,7,104,0,1,3,2,2,50,2,2,2,4,17,1,4,1,1,6,9,1,1
C9115026,2,C9,10207131735,102,7,17,9,6,6,100,0,1,3,1,2,50,1,1,2,1,16,1,6,1,1,3,9,1,1
CC138527,2,CC,10207142055,102,7,20,11,7,7,111,0,2,3,2,2,50,1,1,2,2,9,1,4,1,1,3,2,1,1
CE113151,2,CE,10207141830,102,7,18,10,7,7,116,0,1,2,2,2,40,1,4,2,4,11,2,6,1,1,3,9,1,1
CA111654,2,CA,10207111525,102,7,15,8,6,4,100,0,1,3,1,2,50,2,4,2,4,12,1,7,1,1,6,15,1,1
CE113151,2,CE,10207141830,102,7,18,10,7,7,116,0,1,2,2,2,40,1,4,2,4,11,2,3,1,1,6,6,1,1
CF115426,2,CF,10207110650,102,7,6,4,3,4,116,0,2,3,1,2,40,2,5,2,4,13,1,4,1,1,6,9,1,1
CC140082,2,CC,10207082318,102,7,23,12,8,1,111,0,1,3,2,2,40,4,4,2,4,10,1,3,1,1,6,9,1,1
C5126782,2,C5,10207081833,102,7,18,10,7,1,103,0,1,2,2,2,50,1,1,2,4,15,2,7,4,3,7,9,3,1
CD114266,2,CD,10207141905,102,7,19,10,7,7,112,0,1,3,2,2,50,1,3,2,4,12,1,6,3,4,6,9,1,1
CB126550,2,CB,10207120830,102,7,8,5,3,5,105,0,1,1,1,2,50,2,4,1,4,17,2,3,1,1,6,9,1,1
CI128831,2,CI,10207101100,102,7,11,6,4,3,110,0,1,3,1,2,50,1,1,2,1,16,1,8,1,1,6,9,1,1
CB127441,2,CB,10207072024,102,7,20,11,7,7,105,0,2,3,2,2,50,1,1,2,1,16,1,7,1,1,3,5,1,1
CD121557,2,CD,10207112050,102,7,20,11,7,4,112,0,1,3,2,2,60,2,2,2,1,13,1,5,1,1,4,14,1,1
CD121480,2,CD,10206050655,102,6,6,4,3,3,112,0,1,1,1,2,50,1,1,1,1,16,1,5,1,1,6,9,1,1
C7147949,2,C7,10207150816,102,7,8,5,3,1,104,0,1,3,1,2,40,2,4,2,4,14,1,5,1,1,4,14,1,1
C7147949,2,C7,10207150816,102,7,8,5,3,1,104,0,1,3,1,2,40,2,4,2,4,14,2,3,1,1,6,2,1,1
C9120088,2,C9,10207102140,102,7,21,11,8,3,100,0,1,3,2,2,50,2,4,2,4,3,1,3,1,1,6,5,1,1
CD123546,2,CD,10207070900,102,7,9,5,4,7,112,0,1,3,1,2,50,1,1,2,4,17,1,6,1,1,4,6,1,1
C9115036,2,C9,10207111055,102,7,10,6,4,4,100,0,2,3,1,2,50,2,4,2,4,16,1,6,1,1,4,11,1,1
CI128721,2,CI,10207071611,102,7,16,9,6,7,110,0,3,1,1,2,50,2,2,1,4,17,1,6,1,1,6,15,1,1
CG140080,2,CG,10206081220,102,6,12,7,5,6,114,0,4,3,1,2,40,1,1,2,3,15,1,4,1,1,6,9,1,1
CB126250,2,CB,10207021742,102,7,17,9,6,2,105,0,1,3,1,2,40,1,1,2,4,14,1,7,1,1,5,2,1,1
CB127110,2,CB,10207040457,102,7,4,3,2,4,105,0,1,3,1,2,40,1,1,2,3,15,1,3,1,1,3,9,1,1
CF115404,2,CF,10209260740,102,9,7,4,3,4,116,0,2,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CB127837,2,CB,10206081305,102,6,13,7,5,6,105,0,1,3,1,2,50,1,1,2,4,17,1,5,1,1,6,9,2,1
CI128304,2,CI,10207091541,102,7,15,8,6,2,110,0,2,3,1,2,40,1,1,2,4,16,1,9,1,1,6,5,1,1
C5130694,2,C5,10207021911,102,7,19,10,7,2,103,0,2,3,2,2,50,1,6,2,2,3,1,5,1,1,6,9,1,1
C5130694,2,C5,10207021911,102,7,19,10,7,2,103,0,2,3,2,2,50,1,6,2,2,3,1,6,4,3,8,20,3,2
CD114301,2,CD,10207150730,102,7,7,4,3,1,112,0,1,3,1,2,30,1,1,2,4,15,2,5,1,1,6,9,1,1
CI128729,2,CI,10207150834,102,7,8,5,3,1,110,0,2,3,1,2,50,1,1,2,4,15,1,5,1,1,6,9,1,1
CI128729,2,CI,10207150834,102,7,8,5,3,1,110,0,2,3,1,2,50,1,1,2,4,15,1,4,1,1,6,9,1,1
CB128020,2,CB,10207061835,102,7,18,10,7,6,105,0,1,2,2,2,50,1,1,2,2,17,1,7,1,1,6,9,1,1
CC139968,2,CC,10207150650,102,7,6,4,3,1,111,0,1,3,1,2,40,2,4,2,4,2,2,9,4,3,8,20,3,1
CB126038,2,CB,10206281417,102,6,14,8,5,5,105,0,2,3,1,2,50,1,1,2,1,17,1,4,1,1,6,5,1,1
CI128518,2,CI,10207111700,102,7,17,9,6,4,110,0,1,3,1,2,40,1,1,2,4,15,1,6,1,1,3,9,1,1
CD121559,2,CD,10207151015,102,7,10,6,4,1,112,0,2,3,1,2,50,2,4,2,4,16,2,3,1,1,6,9,1,1
CB127113,2,CB,10207051855,102,7,18,10,7,5,105,0,4,3,2,2,50,1,1,2,2,16,1,6,1,1,6,5,1,1
CD121559,2,CD,10207151015,102,7,10,6,4,1,112,0,2,3,1,2,50,2,4,2,4,16,2,8,4,3,8,20,3,1
C7147092,2,C7,10206301020,102,6,10,6,4,7,104,0,1,3,1,2,40,1,1,2,4,15,2,6,1,1,6,9,1,1
CD122732,2,CD,10204111725,102,4,17,9,6,4,112,0,1,1,1,2,50,1,1,1,4,17,1,4,1,1,6,9,1,1
CF110304,2,CF,10204081842,102,4,18,10,7,1,116,0,2,2,2,2,30,1,1,2,4,15,1,3,1,1,6,9,1,1
CD122980,2,CD,10204081125,102,4,11,6,4,1,112,0,1,3,1,2,50,1,1,2,4,3,2,3,4,3,8,20,3,1
C5103217,2,C5,10204082045,102,4,20,11,7,1,103,0,1,2,2,2,50,1,1,2,4,12,1,6,3,4,3,6,1,1
C5103217,2,C5,10204082045,102,4,20,11,7,1,103,0,1,2,2,2,50,1,1,2,4,12,2,3,4,3,8,20,3,2
CD123239,2,CD,10204082145,102,4,21,11,8,1,112,0,1,3,2,2,50,1,1,2,1,12,2,3,3,4,3,11,1,1
CD123239,2,CD,10204082145,102,4,21,11,8,1,112,0,1,3,2,2,50,1,1,2,1,12,1,3,3,4,6,9,1,1
CE113573,2,CE,10204051603,102,4,16,9,6,5,116,0,1,1,1,2,50,1,1,1,2,16,1,7,1,1,3,6,1,1
CE113573,2,CE,10204051603,102,4,16,9,6,5,116,0,1,1,1,2,50,1,1,1,2,16,1,2,1,1,6,9,1,1
CA110357,2,CA,10204051500,102,4,15,8,6,5,100,0,1,1,1,2,50,1,1,1,4,17,1,5,1,1,3,14,1,1
C8136216,2,C8,10204051420,102,4,14,8,5,5,106,0,2,1,1,2,50,1,1,1,1,11,1,3,1,1,6,9,1,1
CC136394,2,CC,10204051915,102,4,19,10,7,5,111,0,1,1,2,2,50,1,1,1,2,3,2,4,4,3,8,20,3,2
C7145117,2,C7,10204051500,102,4,15,8,6,5,104,0,1,2,1,2,50,1,1,1,1,12,1,7,1,1,4,6,1,1
C7145117,2,C7,10204051500,102,4,15,8,6,5,104,0,1,2,1,2,50,1,1,1,1,12,2,3,1,1,6,9,1,1
CB126421,2,CB,10204051210,102,4,12,7,5,5,105,0,1,1,1,2,30,1,1,1,2,3,2,3,1,1,3,9,1,1
CB126421,2,CB,10204051210,102,4,12,7,5,5,105,0,1,1,1,2,30,1,1,1,2,3,2,3,4,3,8,20,3,1
C7145490,2,C7,10204051935,102,4,19,10,7,5,104,0,2,1,2,2,50,1,1,1,2,9,2,7,4,3,8,20,3,2
C5103303,2,C5,10204051715,102,4,17,9,6,5,103,0,1,1,1,2,30,1,1,1,4,15,1,8,3,4,6,9,1,1
C5103303,2,C5,10204051715,102,4,17,9,6,5,103,0,1,1,1,2,30,1,1,1,4,15,1,6,3,4,3,9,1,1
CB127060,2,CB,10204051921,102,4,19,10,7,5,105,0,1,1,2,2,50,1,1,1,1,3,2,6,4,3,8,20,3,2
CH112589,2,CH,10204051855,102,4,18,10,7,5,115,0,1,1,2,2,50,1,1,1,4,17,1,6,1,1,4,9,1,1
CH112589,2,CH,10204051855,102,4,18,10,7,5,115,0,1,1,2,2,50,1,1,1,4,17,2,4,1,1,6,7,1,1
CD123417,2,CD,10204052210,102,4,22,12,8,5,112,0,2,1,2,2,40,2,4,1,4,3,1,4,1,1,6,9,1,1
CD123417,2,CD,10204052210,102,4,22,12,8,5,112,0,2,1,2,2,40,2,4,1,4,3,1,6,4,3,8,16,3,1
CG138246,2,CG,10204052202,102,4,22,12,8,5,114,0,1,1,2,2,40,1,1,1,1,9,1,2,4,3,8,20,3,1
C7141854,2,C7,10204052230,102,4,22,12,8,5,104,0,1,1,2,2,50,2,4,1,4,3,1,6,1,1,4,9,1,1
C9118850,2,C9,10204051943,102,4,19,10,7,5,100,0,1,1,2,2,50,1,1,1,1,2,1,5,1,1,3,5,1,1
C9118850,2,C9,10204051943,102,4,19,10,7,5,100,0,1,1,2,2,50,1,1,1,1,2,1,3,4,3,8,20,3,2
C6124754,2,C6,10204021857,102,4,18,10,7,2,108,0,2,2,2,2,50,1,4,2,4,3,2,3,1,1,6,9,1,1
C9118851,2,C9,10204051930,102,4,19,10,7,5,100,0,1,1,2,2,50,1,1,1,1,2,2,3,4,3,8,20,3,2
C8135870,2,C8,10204051800,102,4,18,10,7,5,106,0,2,1,2,2,50,1,1,1,1,16,1,6,1,1,6,9,1,1
C8135870,2,C8,10204051800,102,4,18,10,7,5,106,0,2,1,2,2,50,1,1,1,1,16,2,3,1,1,6,9,1,1
C9119197,2,C9,10204052015,102,4,20,11,7,5,100,0,2,1,2,2,50,2,3,1,4,12,2,5,4,1,7,9,3,1
C7145287,2,C7,10204060657,102,4,6,4,3,6,104,0,2,1,1,2,50,1,1,1,4,15,2,8,1,1,6,14,2,1
C5122097,2,C5,10204051630,102,4,16,9,6,5,103,0,1,1,1,2,50,1,1,1,2,13,1,3,3,4,3,14,1,1
C5122097,2,C5,10204051630,102,4,16,9,6,5,103,0,1,1,1,2,50,1,1,1,2,13,1,2,3,4,7,9,3,1
CG139260,2,CG,10204011445,102,4,14,8,5,1,114,0,2,3,1,2,50,1,1,2,1,12,1,3,1,1,6,5,1,1
CF110424,2,CF,10203271026,102,3,10,6,4,3,116,0,1,2,1,2,50,2,4,2,4,16,2,5,3,4,6,9,1,1
CD114311,2,CD,10207221700,102,7,17,9,6,1,112,0,1,3,1,2,40,1,1,2,4,16,1,2,1,1,6,9,1,1
CB127565,2,CB,10207221650,102,7,16,9,6,1,105,0,1,3,1,2,40,1,1,2,4,12,1,6,1,1,4,5,1,1
CE112804,2,CE,10207211749,102,7,17,9,6,7,116,0,1,3,1,2,50,1,1,2,4,17,1,2,1,1,6,9,1,1
CE112804,2,CE,10207211749,102,7,17,9,6,7,116,0,1,3,1,2,50,1,1,2,4,17,1,4,2,1,3,9,1,1
CB127976,2,CB,10207221336,102,7,13,7,5,1,105,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CB128679,2,CB,10207220925,102,7,9,5,4,1,105,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,5,9,1,1
CC139208,2,CC,10207221725,102,7,17,9,6,1,111,0,2,3,1,2,50,1,1,2,4,11,1,7,1,1,6,5,1,1
CC139208,2,CC,10207221725,102,7,17,9,6,1,111,0,2,3,1,2,50,1,1,2,4,11,2,3,1,1,6,9,1,1
C9115299,2,C9,10207221840,102,7,18,10,7,1,100,0,3,2,2,2,50,4,4,2,4,12,1,2,1,1,6,9,1,1
C9115299,2,C9,10207221840,102,7,18,10,7,1,100,0,3,2,2,2,50,4,4,2,4,12,1,5,1,1,6,9,1,1
C9115299,2,C9,10207221840,102,7,18,10,7,1,100,0,3,2,2,2,50,4,4,2,4,12,1,2,4,3,8,20,3,1
C7147541,2,C7,10207141033,102,7,10,6,4,7,104,0,1,3,1,2,50,1,1,2,4,17,1,3,1,1,3,8,1,1
CD121564,2,CD,10207221515,102,7,15,8,6,1,112,0,1,3,1,2,50,2,4,2,4,16,2,4,1,1,3,6,1,1
CD121564,2,CD,10207221515,102,7,15,8,6,1,112,0,1,3,1,2,50,2,4,2,4,16,1,5,1,1,6,9,1,1
CD121565,2,CD,10207221615,102,7,16,9,6,1,112,0,2,3,1,2,50,2,2,2,4,13,1,9,1,1,6,9,1,1
CB128863,2,CB,10207221121,102,7,11,6,4,1,105,0,1,3,1,2,30,1,1,2,1,15,1,9,4,1,7,9,3,1
CB128863,2,CB,10207221121,102,7,11,6,4,1,105,0,1,3,1,2,30,1,1,2,1,15,1,6,1,1,4,9,1,1
CD113949,2,CD,10207222000,102,7,20,11,7,1,112,0,1,3,2,2,50,1,1,2,4,16,1,3,3,4,3,5,1,1
CD113949,2,CD,10207222000,102,7,20,11,7,1,112,0,1,3,2,2,50,1,1,2,4,16,1,4,3,4,6,9,1,1
CE113155,2,CE,10207221943,102,7,19,10,7,1,116,0,4,2,2,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CD113931,2,CD,10207222040,102,7,20,11,7,1,112,0,1,3,2,2,50,1,1,2,2,10,2,4,1,1,6,9,1,1
CD113931,2,CD,10207222040,102,7,20,11,7,1,112,0,1,3,2,2,50,1,1,2,2,10,1,4,1,1,6,9,1,1
CD113950,2,CD,10207221950,102,7,19,10,7,1,112,0,1,3,2,2,50,1,1,2,2,16,1,2,3,4,6,6,1,1
C7147673,2,C7,10207231830,102,7,18,10,7,2,104,0,1,3,1,2,50,2,4,2,2,16,2,4,4,3,8,19,3,2
CD121566,2,CD,10207231635,102,7,16,9,6,2,112,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,3,5,1,1
C8134194,2,C8,10207230220,102,7,2,2,1,2,106,0,1,3,1,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
CD121566,2,CD,10207231635,102,7,16,9,6,2,112,0,1,3,1,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CG140373,2,CG,10207221810,102,7,18,10,7,1,114,0,2,2,1,2,40,2,6,2,4,11,1,1,1,1,6,9,2,1
CG140373,2,CG,10207221810,102,7,18,10,7,1,114,0,2,2,1,2,40,2,6,2,4,11,1,6,1,1,6,9,1,1
CG140388,2,CG,10207222223,102,7,22,12,8,1,114,0,2,3,2,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CG140388,2,CG,10207222223,102,7,22,12,8,1,114,0,2,3,2,2,50,1,1,2,1,16,2,3,4,3,8,20,3,1
C7146190,2,C7,10207221900,102,7,19,10,7,1,104,0,3,3,2,2,50,4,5,1,4,12,1,3,1,1,6,9,1,1
C7146190,2,C7,10207221900,102,7,19,10,7,1,104,0,3,3,2,2,50,4,5,1,4,12,1,3,1,1,6,9,1,1
CD114124,2,CD,10207222130,102,7,21,11,8,1,112,0,2,3,2,2,50,1,1,2,4,11,1,5,1,1,3,9,1,1
C7146190,2,C7,10207221900,102,7,19,10,7,1,104,0,3,3,2,2,50,4,5,1,4,12,2,4,4,3,8,20,3,2
CD114124,2,CD,10207222130,102,7,21,11,8,1,112,0,2,3,2,2,50,1,1,2,4,11,2,6,1,1,6,9,1,1
CD114124,2,CD,10207222130,102,7,21,11,8,1,112,0,2,3,2,2,50,1,1,2,4,11,2,1,4,3,8,20,3,2
CB130932,2,CB,10210272133,102,10,21,11,8,7,105,0,1,3,2,2,40,2,4,2,4,9,2,4,1,1,6,21,1,1
CC139972,2,CC,10207220722,102,7,7,4,3,1,111,0,1,3,1,2,40,2,4,2,2,17,1,4,1,1,6,7,2,1
CC139972,2,CC,10207220722,102,7,7,4,3,1,111,0,1,3,1,2,40,2,4,2,2,17,2,5,1,1,6,9,1,1
CE111649,2,CE,10207221440,102,7,14,8,5,1,116,0,2,3,1,2,50,2,4,2,1,16,1,8,1,1,3,9,1,1
CE111649,2,CE,10207221440,102,7,14,8,5,1,116,0,2,3,1,2,50,2,4,2,1,16,2,5,4,3,8,20,3,2
CA113906,2,CA,10207222055,102,7,20,11,7,1,100,0,1,3,2,2,50,1,1,2,1,16,1,4,1,1,3,9,1,1
C9120030,2,C9,10207260245,102,7,2,2,1,5,100,0,2,3,3,2,40,2,4,2,4,17,1,3,1,1,6,9,1,1
C9120030,2,C9,10207260245,102,7,2,2,1,5,100,0,2,3,3,2,40,2,4,2,4,17,1,3,1,1,6,15,1,1
CH114319,2,CH,10211201750,102,11,17,9,6,3,115,0,2,2,1,2,50,2,2,2,4,13,1,5,1,4,6,9,1,2
CE111206,2,CE,10204220715,102,4,7,4,3,1,116,0,1,2,1,2,50,1,6,2,2,17,1,2,1,1,6,9,1,1
CE111206,2,CE,10204220715,102,4,7,4,3,1,116,0,1,2,1,2,50,1,6,2,2,17,1,5,1,1,6,6,1,1
CE113582,2,CE,10204220803,102,4,8,5,3,1,116,0,2,2,1,2,50,1,1,2,4,16,1,4,1,1,6,9,1,1
CE111207,2,CE,10204220900,102,4,9,5,4,1,116,0,1,2,1,2,40,1,6,2,2,17,1,3,1,1,6,9,1,1
C6122071,2,C6,10204172150,102,4,21,11,8,3,108,0,1,3,1,2,40,2,6,2,4,2,1,4,1,1,3,9,1,1
C8139496,2,C8,10204220707,102,4,7,4,3,1,106,0,2,3,1,2,50,1,1,2,1,16,2,4,1,1,6,14,1,1
C6122088,2,C6,10204111122,102,4,11,6,4,4,108,0,1,1,1,2,50,1,1,1,1,3,1,3,1,1,5,5,1,1
C8139498,2,C8,10204221045,102,4,10,6,4,1,106,0,1,3,1,2,50,1,1,2,1,16,2,5,1,1,3,5,1,1
C8139498,2,C8,10204221045,102,4,10,6,4,1,106,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,4,9,1,1
CI900228,2,CI,10204221109,102,4,11,6,4,1,110,0,1,2,1,2,50,1,1,2,2,2,2,9,4,3,8,20,3,1
CF108920,2,CF,10204160733,102,4,7,4,3,2,116,0,1,3,1,2,50,1,1,2,2,12,1,6,1,1,4,11,1,1
CC135448,2,CC,10204161449,102,4,14,8,5,2,111,0,1,3,1,2,40,1,1,2,4,16,2,3,1,1,6,9,1,1
CI900517,2,CI,10204150524,102,4,5,3,2,1,110,0,1,3,1,2,50,1,1,2,1,17,1,6,1,1,3,5,1,1
CG138438,2,CG,10204220642,102,4,6,4,3,1,114,0,1,3,1,2,40,1,1,2,4,17,1,2,1,1,6,5,1,1
CG138438,2,CG,10204220642,102,4,6,4,3,1,114,0,1,3,1,2,40,1,1,2,4,17,1,4,2,1,5,13,1,2
CG139297,2,CG,10204220820,102,4,8,5,3,1,114,0,1,3,1,2,50,1,1,2,2,2,2,3,4,3,8,20,3,1
CI900523,2,CI,10204201905,102,4,19,10,7,6,110,0,2,1,2,2,50,2,4,1,4,17,2,5,1,1,4,15,1,1
CG138437,2,CG,10204221310,102,4,13,7,5,1,114,0,2,3,1,2,50,1,1,2,2,16,1,4,1,1,3,5,1,1
CG138437,2,CG,10204221310,102,4,13,7,5,1,114,0,2,3,1,2,50,1,1,2,2,16,1,3,1,1,6,9,1,1
CG138437,2,CG,10204221310,102,4,13,7,5,1,114,0,2,3,1,2,50,1,1,2,2,16,2,3,4,3,8,20,3,2
CE111343,2,CE,10204191740,102,4,17,9,6,5,116,0,2,2,1,2,50,2,4,2,4,13,2,3,1,1,6,9,1,1
C6124685,2,C6,10204210740,102,4,7,4,3,7,108,0,1,2,1,2,50,1,1,2,1,12,2,5,1,1,3,6,1,1
CG139299,2,CG,10204221140,102,4,11,6,4,1,114,0,1,3,1,1,50,1,1,2,1,12,2,2,1,1,6,9,1,1
CG139299,2,CG,10204221140,102,4,11,6,4,1,114,0,1,3,1,1,50,1,1,2,1,12,1,8,1,1,1,9,1,1
C8136114,2,C8,10204151923,102,4,19,10,7,1,106,0,1,3,2,2,50,1,1,2,2,16,1,4,1,1,3,9,1,1
CC137325,2,CC,10204221350,102,4,13,7,5,1,111,0,1,3,1,2,50,1,1,2,1,17,2,3,1,1,6,5,1,1
C5103502,2,C5,10205201855,102,5,18,10,7,1,103,0,2,1,2,2,50,1,1,1,2,12,1,3,3,4,6,4,1,1
C9119433,2,C9,10204201510,102,4,15,8,6,6,100,0,3,2,1,2,50,1,1,1,1,16,1,4,1,1,3,5,1,1
CH112646,2,CH,10204221000,102,4,10,6,4,1,115,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,6,9,1,1
C6124541,2,C6,10204211432,102,4,14,8,5,7,108,0,2,3,1,2,50,1,1,2,2,3,2,4,4,3,8,16,3,2
CC134844,2,CC,10204171003,102,4,10,6,4,3,111,0,2,3,1,2,40,1,1,2,4,12,1,4,3,4,6,5,1,1
CH112646,2,CH,10204221000,102,4,10,6,4,1,115,0,1,3,1,2,50,2,4,2,4,16,1,3,1,1,3,14,1,1
C8139854,2,C8,10204151527,102,4,15,8,6,1,106,0,1,3,1,2,50,2,4,2,4,13,1,3,1,1,5,8,1,1
CG138554,2,CG,10204222030,102,4,20,11,7,1,114,0,1,3,2,2,40,1,1,2,4,15,1,3,1,1,3,9,1,1
C6122457,2,C6,10204191526,102,4,15,8,6,5,108,0,2,3,1,2,50,1,1,2,4,16,2,5,1,1,6,9,1,1
C9118426,2,C9,10204211905,102,4,19,10,7,7,100,0,1,2,2,2,50,1,1,2,1,15,2,7,1,1,6,9,2,1
C6125058,2,C6,10204212300,102,4,23,12,8,7,108,0,2,3,2,2,50,2,4,2,4,13,1,3,1,1,6,9,2,1
